route_id,agency_id,route_short_name,route_long_name,route_type,transport_type,circular,urban,night
1905,orgp,45А,пр. Героев - Б.Новаторов,3,trolley,0,1,0
1105,orgp,6,ул. Кораблестроителей - пл. Ленина,0,tram,0,1,0
1106,orgp,7,пр. Солидарности - ул. Коммуны,0,tram,0,1,0
1107,orgp,9,ж.-д.станция Ручьи - ст. м. Удельная,0,tram,0,1,0
1108,orgp,10,"ст. м. ""Ладожская""-Малая Охта",0,tram,0,1,0
1109,orgp,8,ст.м. Ладожская - Хасанская ул.,0,tram,0,1,0
1110,orgp,16,Карбюраторный завод - пл. Стачек,0,tram,0,1,0
1111,orgp,19,Лахтинский разлив - платформа 11-ый км,0,tram,0,1,0
1112,orgp,18,"ул.Шаврова - ст.м. ""Старая Деревня""",0,tram,0,1,0
1113,orgp,20,пр.Культуры - пл. Ленина,0,tram,0,1,0
1114,orgp,23,пр. Солидарности - Боткинская ул.,0,tram,0,1,0
1115,orgp,24,ст.м. Рыбацкое - Перекупной переулок,0,tram,0,1,0
1116,orgp,25,"станция метро ""Купчино"" - ул. Марата",0,tram,0,1,0
1117,orgp,21,Приморский пр. - Придорожная аллея,0,tram,0,1,0
1118,orgp,27,"ст.м. ""Рыбацкое"" - р. Оккервиль",0,tram,0,1,0
1119,orgp,29,мясокомбинат - трамвайный парк №1,0,tram,0,1,0
1120,orgp,47,ул.Шаврова - Удельный парк,0,tram,0,1,0
1121,orgp,30,ж.-д. станция Ржевка - Боткинская ул.,0,tram,0,1,0
1122,orgp,40,Тихорецкий пр. - Детская ул.,0,tram,0,1,0
1123,orgp,36,Оборонная ул. - пос.Стрельна ,0,tram,0,1,0
1124,orgp,38,"пр.Мечникова - ст.м. ""Выборгская""",0,tram,0,1,0
1125,orgp,А,р. Оккервиль - ул. Коллонтай,0,tram,1,1,0
1126,orgp,57,Тихорецкий пр. - пр. Луначарского,0,tram,0,1,0
1127,orgp,62,"М. Балканская ул. - ст.м. ""Купчино""  ",0,tram,0,1,0
1128,orgp,100,Придорожная аллея - ж.-д. станция Ручьи,0,tram,0,1,0
1129,orgp,65,р. Оккервиль - Невский завод,0,tram,0,1,0
1130,orgp,64,"ст.м. ""Ладожская"" - ж.- д. станция Ржевка",0,tram,0,1,0
1131,orgp,48,Лахтинский разлив - ж.-д. станция Кушелевка,0,tram,0,1,0
1132,orgp,43,"ст.м. ""Купчино"" - станция метро ""Московские ворота""",0,tram,0,1,0
1133,orgp,49,М. Балканская ул. - ул. Марата,0,tram,0,1,0
1134,orgp,51,Суздальский пр. - пр. Мечникова,0,tram,0,1,0
1135,orgp,45,"пр.Юрия Гагарина - ст.м. ""Купчино""",0,tram,0,1,0
1136,orgp,52,"завод ""Северная верфь"" - ж.-д. станция Сосновая поляна",0,tram,0,1,0
1137,orgp,41,Ленинградский электромеханический завод - пл.Тургенева,0,tram,0,1,0
1138,orgp,55,Придорожная аллея - ул. Шаврова,0,tram,0,1,0
1139,orgp,56,"завод ""Северная верфь"" - ул.Маршала Казакова",0,tram,0,1,0
1140,orgp,60,"завод ""Северная верфь"" - ул. Пограничника Гарькавого",0,tram,0,1,0
1141,orgp,59,"ст.м. ""Ладожская""-ул.Коммуны",0,tram,0,1,0
1142,orgp,58,пр.Культуры - ул.Жени Егоровой,0,tram,0,1,0
1143,orgp,61,"Суздальский пр. - ж. -д. станция ""Кушелевка""",0,tram,0,1,0
1902,orgp,2,Приморский пр. - ст.м.Выборгская,0,tram,0,1,0
1903,orgp,55А,"ул.Шаврова - ст.""Кушелевка""",0,tram,0,1,0
1906,orgp,27А,"ст.""Рыбацкое"" - р.Оккервиль по Дыб.",0,tram,0,1,0
3449,orgp,1,ул. Кораблестроителей - Детская ул.,0,tram,0,1,0
3551,orgp,9 (2),пр. Мечникова - ст.м. Удельная,0,tram,0,1,0
3646,orgp,3,пл. Репина-Сенная пл.,0,tram,0,1,0
